   3.13430E+03  5.61270E+02  2.22000E+00
   3.16760E+03  5.72280E+02  2.24000E+00
   3.20110E+03  5.83320E+02  2.26000E+00
   3.23460E+03  5.94390E+02  2.28000E+00
   3.26820E+03  6.05500E+02  2.30000E+00
   3.30200E+03  6.16630E+02  2.32000E+00
   3.33580E+03  6.27800E+02  2.34000E+00
   3.36970E+03  6.39010E+02  2.36000E+00
   3.40370E+03  6.50240E+02  2.38000E+00
   3.43780E+03  6.61510E+02  2.40000E+00
   3.47200E+03  6.72800E+02  2.42000E+00
   3.50630E+03  6.84120E+02  2.44000E+00
   3.54070E+03  6.95490E+02  2.46000E+00
   3.57520E+03  7.06880E+02  2.48000E+00
   3.60980E+03  7.18300E+02  2.50000E+00
   3.64450E+03  7.29750E+02  2.52000E+00
   3.67920E+03  7.41240E+02  2.54000E+00
   3.71410E+03  7.52750E+02  2.56000E+00
   3.74900E+03  7.64300E+02  2.58000E+00
   3.78400E+03  7.75870E+02  2.60000E+00
   3.81920E+03  7.87480E+02  2.62000E+00
   3.85440E+03  7.99110E+02  2.64000E+00
   3.88970E+03  8.10780E+02  2.66000E+00
   3.92510E+03  8.22470E+02  2.68000E+00
   3.96050E+03  8.34190E+02  2.70000E+00
   3.99610E+03  8.45950E+02  2.72000E+00
   4.03170E+03  8.57730E+02  2.74000E+00
   4.06750E+03  8.69540E+02  2.76000E+00
   4.10330E+03  8.81380E+02  2.78000E+00
   4.13920E+03  8.93250E+02  2.80000E+00
   4.17520E+03  9.05140E+02  2.82000E+00
   4.21120E+03  9.17070E+02  2.84000E+00
   4.24740E+03  9.29020E+02  2.86000E+00
   4.28360E+03  9.41000E+02  2.88000E+00
   4.32000E+03  9.53010E+02  2.90000E+00
   4.35640E+03  9.65050E+02  2.92000E+00
   4.39290E+03  9.77120E+02  2.94000E+00
   4.42940E+03  9.89210E+02  2.96000E+00
   4.46610E+03  1.00130E+03  2.98000E+00
